year,age,age_bin,gender,country,region,state,company_size,benefits,treatment,work_interfere,remote_work,family_history,self_employed,tech_company,care_options,wellness_program,seek_help,anonymity
2014,34.0,30–39,Male,Finland,Europe,<missing>,6-25,No,No,Never,No,No,No,Yes,No,No,No,Don't know
2014,55.0,50+,Male,United States,North America,ID,1-5,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Don't know,Don't know
2014,28.0,20–29,Male,Germany,Europe,<missing>,1-5,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,No,Yes
2014,26.0,20–29,Male,Uruguay,Other / Unknown,<missing>,26-100,Don't know,No,<missing>,Yes,No,No,Yes,No,Don't know,No,Don't know
2014,28.0,20–29,Male,New Zealand,Oceania,<missing>,6-25,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,Don't know
2014,32.0,30–39,Male,United Kingdom,Europe,<missing>,6-25,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Don't know,Don't know
2014,28.0,20–29,Female,United States,North America,NY,More than 1000,Yes,Yes,Rarely,No,No,No,No,Yes,No,Don't know,Don't know
2014,21.0,20–29,Male,United States,North America,CA,6-25,Don't know,No,Sometimes,No,No,No,No,Not sure,No,Yes,Yes
2014,24.0,20–29,Male,United States,North America,TX,100-500,No,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,Don't know
2014,26.0,20–29,Female,United States,North America,MD,More than 1000,Yes,No,<missing>,No,No,No,No,Not sure,Yes,Don't know,Don't know
2014,23.0,20–29,Male,United States,North America,IN,More than 1000,Yes,No,<missing>,No,No,No,No,No,No,No,Don't know
2014,24.0,20–29,Female,United States,North America,OR,More than 1000,Yes,No,<missing>,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,28.0,20–29,Male,Canada,North America,<missing>,100-500,Don't know,No,Never,Yes,No,Yes,Yes,No,No,No,Don't know
2014,24.0,20–29,Female,United States,North America,NY,6-25,No,Yes,Rarely,No,Yes,No,Yes,No,No,No,Don't know
2014,33.0,30–39,Male,United States,North America,MS,1-5,No,Yes,Often,Yes,No,Yes,Yes,No,No,No,Yes
2014,34.0,30–39,Male,United States,North America,NJ,26-100,Don't know,No,Sometimes,No,No,No,Yes,No,No,No,Don't know
2014,27.0,20–29,Female,United States,North America,CA,26-100,Don't know,Yes,Sometimes,No,No,No,Yes,Not sure,No,No,Don't know
2014,28.0,20–29,Male,United States,North America,TN,6-25,Don't know,No,Never,No,No,No,Yes,No,No,Don't know,Don't know
2014,26.0,20–29,Male,United States,North America,WA,More than 1000,Don't know,No,<missing>,No,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,20.0,20–29,Male,Australia,Oceania,<missing>,100-500,Don't know,No,<missing>,Yes,No,No,Yes,Not sure,Don't know,Don't know,Yes
2014,23.0,20–29,Female,United States,North America,MA,26-100,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,Don't know,Don't know
2014,29.0,20–29,Male,United States,North America,PA,1-5,Yes,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2014,26.0,20–29,Male,United Kingdom,Europe,<missing>,6-25,No,No,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,36.0,30–39,Male,United States,North America,KY,More than 1000,Yes,No,Rarely,Yes,No,No,Yes,No,Yes,Don't know,Don't know
2014,41.0,40–49,Male,United States,North America,PA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,33.0,30–39,Female,United States,North America,MA,100-500,Yes,No,<missing>,Yes,No,No,Yes,No,Don't know,No,Don't know
2014,23.0,20–29,Male,Canada,North America,<missing>,6-25,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,Yes
2014,39.0,30–39,Male,United States,North America,CA,More than 1000,Yes,No,Often,No,Yes,No,Yes,No,No,Don't know,Don't know
2014,34.0,30–39,Male,United States,North America,VT,More than 1000,Yes,No,<missing>,No,Yes,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,26.0,20–29,Female,United States,North America,CA,100-500,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Don't know
2014,24.0,20–29,Male,United States,North America,AZ,26-100,Yes,Yes,Rarely,No,No,No,Yes,Yes,Yes,No,Don't know
2014,37.0,30–39,Male,Canada,North America,<missing>,More than 1000,Yes,Yes,Rarely,No,Yes,No,No,Yes,Yes,Yes,Don't know
2014,43.0,40–49,Male,United States,North America,MA,6-25,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2014,40.0,40–49,Non-binary / Other,United States,North America,VA,More than 1000,Yes,No,Never,No,Yes,No,Yes,Yes,Yes,Don't know,Yes
2014,30.0,30–39,Male,United States,North America,WA,More than 1000,Yes,Yes,Often,No,Yes,No,Yes,Yes,Yes,No,Don't know
2014,34.0,30–39,Male,United States,North America,CA,6-25,Don't know,Yes,Sometimes,No,No,No,Yes,Not sure,No,No,Don't know
2014,27.0,20–29,Male,United States,North America,OR,100-500,Don't know,Yes,Sometimes,No,Yes,No,Yes,Not sure,No,Don't know,Don't know
2014,36.0,30–39,Male,United States,North America,MI,More than 1000,Don't know,No,Sometimes,No,No,No,Yes,No,No,No,Yes
2014,27.0,20–29,Male,Brazil,South America,<missing>,6-25,No,No,Rarely,No,No,No,Yes,Yes,No,No,Don't know
2014,35.0,30–39,Male,Netherlands,Europe,<missing>,100-500,Yes,No,Never,No,Yes,No,Yes,No,No,No,Yes
2014,32.0,30–39,Male,United Kingdom,Europe,<missing>,6-25,No,No,Never,No,No,No,Yes,No,No,No,Don't know
2014,37.0,30–39,Male,United States,North America,OR,500-1000,Yes,No,<missing>,No,No,No,Yes,No,No,No,Don't know
2014,29.0,20–29,Male,United Kingdom,Europe,<missing>,26-100,Don't know,No,<missing>,No,No,No,Yes,No,Don't know,Don't know,Don't know
2014,33.0,30–39,Female,United States,North America,CA,500-1000,Yes,No,Never,No,No,No,Yes,Not sure,Yes,Yes,Don't know
2014,28.0,20–29,Male,United States,North America,UT,6-25,No,No,Sometimes,Yes,No,No,Yes,Yes,No,No,Don't know
2014,26.0,20–29,Female,United States,North America,CA,26-100,Don't know,No,Never,No,Yes,No,Yes,Not sure,No,No,Don't know
2014,27.0,20–29,Male,United States,North America,TX,6-25,Don't know,Yes,Sometimes,Yes,Yes,No,Yes,No,Yes,Don't know,Don't know
2014,38.0,30–39,Male,United Kingdom,Europe,<missing>,26-100,No,Yes,Sometimes,Yes,No,Yes,Yes,No,No,No,Yes
2014,57.0,50+,Male,United States,North America,CA,More than 1000,Yes,Yes,Rarely,No,Yes,No,Yes,Yes,No,No,Don't know
2014,28.0,20–29,Male,United Kingdom,Europe,<missing>,More than 1000,No,Yes,Sometimes,No,No,No,Yes,No,No,No,No
2014,26.0,20–29,Male,France,Europe,<missing>,6-25,No,No,Never,No,No,No,Yes,Yes,No,No,Don't know
2014,42.0,40–49,Female,Netherlands,Europe,<missing>,100-500,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,No,No,Yes
2014,31.0,30–39,Male,United States,North America,OR,100-500,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
2014,58.0,50+,Male,United States,North America,CA,More than 1000,Yes,Yes,Rarely,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,29.0,20–29,Male,United States,North America,OH,6-25,Don't know,No,Sometimes,No,No,No,Yes,No,No,No,Don't know
2014,39.0,30–39,Female,United Kingdom,Europe,<missing>,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,Don't know
2014,34.0,30–39,Male,United States,North America,OH,6-25,Don't know,No,Sometimes,Yes,No,No,Yes,No,No,No,Don't know
2014,57.0,50+,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Not sure,Yes,Yes,Don't know
2014,27.0,20–29,Male,Germany,Europe,<missing>,6-25,No,Yes,Sometimes,No,Yes,No,Yes,Not sure,No,No,Don't know
2014,23.0,20–29,Male,Germany,Europe,<missing>,26-100,Don't know,Yes,Often,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know
2014,18.0,<20,Male,Finland,Europe,<missing>,500-1000,Don't know,No,<missing>,Yes,No,No,No,No,No,Don't know,Don't know
2014,30.0,30–39,Female,United States,North America,NY,100-500,Don't know,No,<missing>,No,No,No,Yes,Not sure,No,No,Don't know
2014,23.0,20–29,Male,United States,North America,VA,26-100,Don't know,No,Never,No,No,No,No,Not sure,Don't know,Don't know,Don't know
2014,43.0,40–49,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,18.0,<20,Female,United Kingdom,Europe,<missing>,1-5,Don't know,Yes,Sometimes,Yes,Yes,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,29.0,20–29,Male,United States,North America,IL,6-25,Yes,Yes,Rarely,No,No,No,Yes,Yes,No,No,Don't know
2014,48.0,40–49,Male,United States,North America,TX,6-25,Don't know,No,Never,No,No,No,Yes,No,No,Don't know,Don't know
2014,43.0,40–49,Male,Germany,Europe,<missing>,26-100,No,Yes,Sometimes,No,No,No,No,Yes,Don't know,No,Don't know
2014,28.0,20–29,Female,United States,North America,NY,26-100,Don't know,Yes,Sometimes,No,Yes,No,Yes,Not sure,No,No,Don't know
2014,30.0,30–39,Male,United States,North America,CA,1-5,No,Yes,Often,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2014,26.0,20–29,Male,Israel,Asia,MD,6-25,No,No,Sometimes,No,No,No,Yes,No,No,No,Yes
2014,33.0,30–39,Male,Italy,Europe,<missing>,6-25,No,No,Never,No,No,No,No,No,No,No,Don't know
2014,31.0,30–39,Male,United States,North America,CA,More than 1000,Yes,No,<missing>,No,No,No,Yes,Not sure,Don't know,Don't know,Yes
2014,30.0,30–39,Male,United States,North America,PA,100-500,Don't know,No,Rarely,No,No,No,No,Not sure,No,No,Don't know
2014,27.0,20–29,Male,Israel,Asia,<missing>,26-100,No,No,<missing>,No,No,No,Yes,No,No,No,Don't know
2014,24.0,20–29,Female,United States,North America,CA,1-5,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know
2014,25.0,20–29,Male,United States,North America,WA,26-100,Don't know,No,<missing>,No,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,23.0,20–29,Female,United States,North America,NY,More than 1000,Yes,Yes,Often,No,Yes,No,Yes,Not sure,Don't know,No,Don't know
2014,36.0,30–39,Male,United States,North America,TX,More than 1000,Yes,Yes,Sometimes,No,No,No,No,Not sure,No,No,Don't know
2014,25.0,20–29,Female,United States,North America,CA,1-5,Don't know,Yes,Often,Yes,Yes,Yes,Yes,Not sure,No,No,Yes
2014,54.0,50+,Male,United Kingdom,Europe,<missing>,More than 1000,No,Yes,Sometimes,Yes,No,No,No,Yes,Yes,Yes,Yes
2014,34.0,30–39,Male,Netherlands,Europe,<missing>,6-25,Don't know,No,Rarely,No,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,38.0,30–39,Female,United States,North America,AZ,26-100,Yes,Yes,<missing>,No,No,No,Yes,Yes,No,No,Yes
2014,40.0,40–49,Male,Ireland,Europe,<missing>,More than 1000,No,No,<missing>,No,Yes,Yes,Yes,No,No,No,No
2014,32.0,30–39,Male,United Kingdom,Europe,<missing>,26-100,No,No,<missing>,No,No,No,Yes,Not sure,No,Don't know,Don't know
2014,25.0,20–29,Male,Germany,Europe,<missing>,More than 1000,Don't know,No,Never,No,No,No,No,Not sure,Don't know,Yes,Don't know
2014,35.0,30–39,Female,United States,North America,OH,100-500,No,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Don't know
2014,46.0,40–49,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,Don't know
2014,42.0,40–49,Male,United States,North America,KS,100-500,Yes,No,Never,No,No,No,No,No,Yes,No,Don't know
2014,32.0,30–39,Male,United Kingdom,Europe,<missing>,6-25,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,No,Don't know
2014,47.0,40–49,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,Don't know
2014,22.0,20–29,Male,United States,North America,CA,More than 1000,Yes,No,<missing>,No,No,No,Yes,Not sure,Yes,Don't know,Yes
2014,33.0,30–39,Female,United States,North America,NY,500-1000,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,Don't know
2014,25.0,20–29,Female,United States,North America,WA,6-25,No,No,Sometimes,No,No,No,Yes,No,No,No,No
2014,29.0,20–29,Male,United States,North America,CA,More than 1000,Don't know,No,<missing>,No,No,No,Yes,Not sure,No,Don't know,Don't know
2014,39.0,30–39,Male,United States,North America,WA,26-100,Yes,No,Never,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,38.0,30–39,Male,United States,North America,VA,More than 1000,Yes,Yes,Sometimes,No,Yes,No,Yes,Not sure,Yes,Yes,Yes
2014,43.0,40–49,Male,United States,North America,NC,6-25,Don't know,No,<missing>,Yes,No,No,Yes,No,No,Don't know,Don't know
2014,46.0,40–49,Male,United States,North America,OH,500-1000,Yes,Yes,Rarely,Yes,No,No,Yes,Not sure,Yes,Yes,Yes
2014,38.0,30–39,Female,United States,North America,PA,More than 1000,Yes,Yes,Sometimes,No,Yes,No,No,Yes,Yes,Yes,Yes
2014,33.0,30–39,Male,Germany,Europe,<missing>,6-25,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Yes
2014,34.0,30–39,Male,United Kingdom,Europe,<missing>,26-100,No,Yes,Often,No,Yes,No,Yes,Yes,No,No,Yes
2014,62.0,50+,Male,United States,North America,CA,More than 1000,Yes,No,Never,No,No,No,Yes,Yes,Don't know,Yes,Don't know
2014,23.0,20–29,Female,United States,North America,TX,More than 1000,Don't know,No,<missing>,No,No,No,No,Not sure,Don't know,Don't know,Yes
2014,35.0,30–39,Male,United States,North America,AZ,More than 1000,No,No,<missing>,No,No,No,No,No,No,No,Don't know
2014,25.0,20–29,Male,Bosnia and Herzegovina,Other / Unknown,<missing>,26-100,Don't know,No,Rarely,Yes,Yes,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,36.0,30–39,Male,United States,North America,IL,1-5,Don't know,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Don't know,No,Yes
2014,41.0,40–49,Female,United States,North America,<missing>,500-1000,Yes,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2014,24.0,20–29,Male,Austria,Europe,<missing>,1-5,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Don't know,Don't know,Yes
2014,51.0,50+,Male,New Zealand,Oceania,<missing>,26-100,No,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,No,No
2014,29.0,20–29,Male,United States,North America,NC,6-25,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,Yes
2014,31.0,30–39,Female,Canada,North America,<missing>,100-500,Don't know,Yes,Sometimes,Yes,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know
2014,27.0,20–29,Male,United Kingdom,Europe,<missing>,6-25,No,No,<missing>,No,No,No,Yes,No,No,No,Don't know
2014,31.0,30–39,Male,Australia,Oceania,<missing>,100-500,Yes,Yes,Rarely,No,No,No,Yes,Yes,Yes,Yes,Don't know
2014,27.0,20–29,Female,Hungary,Europe,<missing>,1-5,No,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,No
2014,23.0,20–29,Male,Sweden,Europe,<missing>,6-25,Don't know,No,Rarely,No,No,No,Yes,No,No,Don't know,Don't know
2014,21.0,20–29,Male,Canada,North America,<missing>,26-100,Don't know,No,Never,No,No,No,Yes,Not sure,Don't know,No,Don't know
2014,27.0,20–29,Female,Australia,Oceania,<missing>,6-25,No,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,No
2014,39.0,30–39,Male,United States,North America,WI,26-100,Yes,Yes,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't know
2014,26.0,20–29,Male,United States,North America,CA,More than 1000,Don't know,Yes,Never,No,Yes,No,Yes,No,No,Don't know,Don't know
2014,27.0,20–29,Male,United Kingdom,Europe,<missing>,6-25,Don't know,No,Never,No,No,No,Yes,No,No,No,Don't know
2014,22.0,20–29,Female,United States,North America,CA,500-1000,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,No,Don't know,Don't know
2014,26.0,20–29,Female,United States,North America,MN,100-500,Don't know,Yes,Often,No,Yes,No,No,No,No,No,Don't know
2014,31.0,30–39,Female,United States,North America,PA,100-500,Yes,Yes,Rarely,No,Yes,No,Yes,Yes,No,No,Yes
2014,32.0,30–39,Male,United Kingdom,Europe,<missing>,6-25,Don't know,No,Never,No,No,No,Yes,No,No,No,Don't know
2014,28.0,20–29,Female,United States,North America,CA,100-500,Yes,Yes,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know
2014,28.0,20–29,Non-binary / Other,United Kingdom,Europe,<missing>,100-500,No,Yes,Rarely,No,Yes,No,Yes,Not sure,No,No,Yes
2014,23.0,20–29,Female,United Kingdom,Europe,<missing>,6-25,Don't know,No,<missing>,No,No,No,Yes,Not sure,No,No,Don't know
2014,30.0,30–39,Male,United Kingdom,Europe,<missing>,26-100,Don't know,No,Never,Yes,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,36.0,30–39,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Don't know
2014,21.0,20–29,Male,United States,North America,CA,More than 1000,Yes,No,<missing>,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2014,30.0,30–39,Male,Germany,Europe,<missing>,26-100,No,No,Often,No,No,No,Yes,No,Don't know,No,Don't know
2014,25.0,20–29,Female,United States,North America,CA,500-1000,Don't know,No,<missing>,No,Yes,No,No,Not sure,No,No,Don't know
2014,32.0,30–39,Male,New Zealand,Oceania,<missing>,6-25,No,Yes,Sometimes,No,No,No,Yes,No,No,No,Don't know
2014,29.0,20–29,Female,Canada,North America,<missing>,1-5,No,Yes,Sometimes,No,No,No,Yes,No,No,No,Don't know
2014,21.0,20–29,Non-binary / Other,United Kingdom,Europe,<missing>,26-100,No,Yes,Sometimes,No,No,No,Yes,Yes,Yes,No,Yes
2014,27.0,20–29,Female,New Zealand,Oceania,<missing>,100-500,No,Yes,Rarely,Yes,Yes,No,Yes,No,No,No,Don't know
2014,32.0,30–39,Female,Canada,North America,<missing>,More than 1000,Don't know,Yes,Often,No,No,No,No,Not sure,Don't know,Don't know,Don't know
2014,34.0,30–39,Male,Australia,Oceania,<missing>,More than 1000,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,33.0,30–39,Male,United States,North America,NY,26-100,Don't know,No,<missing>,No,No,No,Yes,No,Don't know,Don't know,Don't know
2014,22.0,20–29,Male,Netherlands,Europe,<missing>,6-25,No,Yes,Sometimes,Yes,Yes,No,Yes,Not sure,No,Don't know,Don't know
2014,24.0,20–29,Male,United States,North America,CA,More than 1000,Don't know,No,<missing>,No,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,65.0,50+,Male,United States,North America,FL,6-25,No,No,<missing>,Yes,No,Yes,No,No,No,No,Don't know
2014,27.0,20–29,Male,United States,North America,OR,100-500,Don't know,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Don't know,Don't know
2014,33.0,30–39,Male,Australia,Oceania,<missing>,More than 1000,Don't know,No,Never,No,No,No,Yes,Not sure,Don't know,Don't know,Yes
2014,36.0,30–39,Male,United States,North America,CO,26-100,Don't know,Yes,Rarely,No,No,No,Yes,Not sure,No,Don't know,Don't know
2014,40.0,40–49,Male,Canada,North America,<missing>,26-100,No,No,Never,No,No,No,Yes,No,No,No,Don't know
2014,28.0,20–29,Male,United States,North America,GA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Yes
2014,39.0,30–39,Male,United States,North America,OR,500-1000,Yes,Yes,Sometimes,No,No,No,Yes,Not sure,Yes,Don't know,Yes
2014,32.0,30–39,Male,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Yes,Don't know
2014,31.0,30–39,Male,United States,North America,CA,More than 1000,Yes,No,Sometimes,No,Yes,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,38.0,30–39,Male,United States,North America,PA,100-500,Don't know,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,23.0,20–29,Male,United States,North America,CA,1-5,No,Yes,Rarely,No,Yes,No,Yes,Yes,No,No,Don't know
2014,42.0,40–49,Male,United States,North America,CA,More than 1000,Yes,Yes,Often,No,No,No,Yes,Yes,Yes,Yes,Yes
2014,27.0,20–29,Female,United States,North America,NY,500-1000,Don't know,No,Sometimes,No,No,No,Yes,Not sure,Don't know,Yes,Don't know
2014,26.0,20–29,Female,United States,North America,MA,26-100,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,Yes
2014,50.0,50+,Male,United States,North America,<missing>,26-100,No,No,Never,Yes,No,No,Yes,Yes,No,No,Don't know
2014,37.0,30–39,Male,United States,North America,PA,26-100,Don't know,No,Never,No,Yes,No,Yes,No,No,Don't know,Don't know
2014,23.0,20–29,Male,United States,North America,RI,26-100,Don't know,No,<missing>,No,No,No,Yes,No,Don't know,No,Don't know
2014,33.0,30–39,Male,United States,North America,MI,6-25,Don't know,No,Sometimes,Yes,Yes,No,Yes,Not sure,No,No,Yes
2014,29.0,20–29,Male,Canada,North America,<missing>,26-100,Yes,No,Never,Yes,No,Yes,Yes,Yes,No,No,Yes
2014,34.0,30–39,Male,United States,North America,IL,26-100,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,No,Don't know
2014,41.0,40–49,Male,United States,North America,CA,More than 1000,Yes,Yes,Often,No,Yes,No,Yes,No,No,No,Don't know
2014,50.0,50+,Male,United States,North America,OR,100-500,Don't know,No,<missing>,Yes,Yes,No,Yes,No,No,Don't know,Don't know
2014,29.0,20–29,Male,Canada,North America,<missing>,More than 1000,Yes,Yes,Never,No,No,No,No,Not sure,Yes,Yes,Yes
2014,35.0,30–39,Male,United States,North America,IN,6-25,No,No,Never,No,No,No,Yes,Yes,No,No,Yes
2014,27.0,20–29,Male,Singapore,Asia,<missing>,1-5,No,No,Sometimes,Yes,No,No,Yes,No,No,No,Yes
2014,40.0,40–49,Female,United States,North America,MA,26-100,Don't know,No,Never,No,No,No,No,Not sure,No,No,Don't know
2014,27.0,20–29,Male,Australia,Oceania,<missing>,100-500,No,Yes,Often,Yes,No,No,Yes,No,No,No,Don't know
2014,29.0,20–29,Female,United States,North America,MI,26-100,Yes,No,Never,No,No,No,Yes,Yes,Yes,No,Yes
2014,31.0,30–39,Male,United States,North America,OH,6-25,No,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,43.0,40–49,Male,United States,North America,OH,6-25,No,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Don't know
2014,34.0,30–39,Male,United States,North America,NH,26-100,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,No,Don't know
2014,29.0,20–29,Male,United States,North America,OH,26-100,Don't know,Yes,Sometimes,No,Yes,No,Yes,No,No,No,No
2014,19.0,<20,Male,Canada,North America,<missing>,1-5,No,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,41.0,40–49,Male,United States,North America,TN,More than 1000,Yes,Yes,Sometimes,No,Yes,No,Yes,Not sure,Yes,Yes,Don't know
2014,29.0,20–29,Male,United States,North America,OR,100-500,Yes,No,Never,No,Yes,No,Yes,Yes,Yes,Yes,Don't know
2014,23.0,20–29,Male,United States,North America,PA,100-500,Yes,No,Rarely,No,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,24.0,20–29,Female,United States,North America,<missing>,100-500,Yes,Yes,Sometimes,No,Yes,No,Yes,Not sure,No,No,Don't know
2014,31.0,30–39,Male,United States,North America,NY,26-100,Don't know,No,<missing>,Yes,No,No,Yes,No,No,Don't know,Don't know
2014,43.0,40–49,Male,United States,North America,WA,500-1000,Don't know,No,<missing>,Yes,No,No,Yes,Not sure,Don't know,Don't know,Don't know
2014,31.0,30–39,Male,United States,North America,NY,100-500,No,Yes,Rarely,No,Yes,No,Yes,No,No,Don't know,Don't know
2014,29.0,20–29,Male,United States,North America,CA,100-500,Yes,No,Often,No,Yes,No,Yes,Yes,Yes,Yes,Don't know
2014,35.0,30–39,Male,United States,North America,TN,6-25,No,No,<missing>,Yes,Yes,Yes,Yes,No,Yes,Yes,Don't know
2014,33.0,30–39,Male,United States,North America,WI,100-500,Yes,Yes,Sometimes,No,Yes,No,No,Not sure,No,No,Yes
2014,30.0,30–39,Female,United States,North America,WI,1-5,No,Yes,Often,Yes,Yes,Yes,No,Yes,No,Yes,Yes
2014,27.0,20–29,Male,United States,North America,PA,More than 1000,Yes,No,<missing>,No,No,No,Yes,Not sure,Don't know,Don't know,Yes
2014,32.0,30–39,Male,United States,North America,MI,100-500,No,No,Sometimes,No,No,No,Yes,Yes,No,No,Don't know
2014,50.0,50+,Male,United States,North America,WY,1-5,Don't know,No,Sometimes,Yes,No,No,Yes,No,No,Don't know,Don't know
2014,24.0,20–29,Male,United States,North America,KY,26-100,Don't know,No,Never,No,No,No,No,Not sure,No,No,Don't know
2014,27.0,20–29,Male,United States,North America,NY,26-100,Don't know,No,<missing>,No,No,No,Yes,No,No,No,Don't know
2014,27.0,20–29,Male,Australia,Oceania,<missing>,1-5,No,No,Never,Yes,No,No,Yes,No,No,No,Don't know
2014,32.0,30–39,Male,United States,North America,TX,6-25,No,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Yes
2014,42.0,40–49,Male,United States,North America,WI,6-25,No,No,Rarely,Yes,No,Yes,No,Yes,No,No,Don't know
2014,37.0,30–39,Male,United States,North America,WA,More than 1000,Don't know,No,Often,No,No,No,No,No,No,No,Don't know
2014,30.0,30–39,Male,Singapore,Asia,<missing>,26-100,Don't know,No,Sometimes,No,No,No,Yes,Not sure,No,No,Don't know
2014,29.0,20–29,Male,United States,North America,WA,More than 1000,Yes,No,Rarely,No,No,No,Yes,No,No,No,Don't know
2014,30.0,30–39,Male,United States,North America,GA,6-25,No,Yes,Often,Yes,No,Yes,Yes,Not sure,No,Yes,Don't know
2014,35.0,30–39,Male,United States,North America,MI,26-100,Yes,No,Never,No,No,No,Yes,No,Yes,Don't know,Don't know
2014,35.0,30–39,Male,United States,North America,MD,100-500,Yes,Yes,Rarely,Yes,Yes,No,No,Yes,No,No,Yes
2014,38.0,30–39,Male,Netherlands,Europe,<missing>,26-100,No,No,Often,Yes,Yes,No,Yes,Not sure,No,Don't know,Don't know
2014,22.0,20–29,Male,United Kingdom,Europe,<missing>,100-500,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,No,No,Yes
2014,24.0,20–29,Male,Germany,Europe,<missing>,100-500,Don't know,No,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,22.0,20–29,Male,Netherlands,Europe,<missing>,1-5,Don't know,No,Never,No,No,Yes,Yes,Not sure,No,No,Don't know
2014,31.0,30–39,Female,United States,North America,WA,26-100,Yes,Yes,Often,Yes,No,No,Yes,Yes,No,No,Don't know
2014,23.0,20–29,Female,United States,North America,CA,More than 1000,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2014,31.0,30–39,Female,United States,North America,OR,100-500,Don't know,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Don't know
2014,28.0,20–29,Female,United States,North America,CA,500-1000,Yes,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,Don't know
